4,14
12,4
4,11
4,12
12,4
4,12
4,12
4,12
12,4
12,4
4,12
4,12
11,4
4,12
12,4
4,11
4,12
4,12
12,4
4,12
4,14
4,14
12,4
12,4
4,14
4,12
14,4
4,12
12,4
4,14
4,11
12,4
4,12
4,14
14,4
4,11
4,11
14,4
4,12
11,4
4,14
4,14
4,11
12,4
4,12
4,12
11,4
4,14
4,12
12,4
4,12
12,4
4,12
11,4
4,12
4,12
4,12
4,12
12,4
12,4
4,11
12,4
12,4
12,4
4,14
12,4
4,11
12,4
12,4
4,12
4,12
4,12
4,11
4,12
4,12
4,12
4,14
12,4
4,11
12,4
12,4
4,14
12,4
12,4
4,12
4,12
4,12
4,12
12,4
4,12
11,4
12,4
4,11
12,4
4,12
12,4
12,4
12,4
12,4
4,11
4,12
4,12
4,14
4,12
12,4
4,14
12,4
12,4
12,4
4,12
4,12
12,4
4,12
4,12
12,4
12,4
4,12
4,12
12,4
4,12
4,11
4,11
4,12
12,4
12,4
4,14
4,14
14,4
4,11
12,4
4,12
12,4
4,12
4,12
4,14
14,4
4,12
4,12
11,4
4,14
4,14
4,12
4,14
4,12
4,14
4,12
12,4
12,4
4,12
4,12
12,4
12,4
4,12
14,4
14,4
12,4
4,12
4,12
4,14
14,4
4,14
4,11
4,12
12,4
12,4
12,4
12,4
4,11
4,12
12,4
4,12
4,14
12,4
4,12
4,12
4,12
4,11
4,12
14,4
4,11
4,14
4,12
12,4
12,4
12,4
4,14
4,12
4,11
4,14
4,14
12,4
12,4
4,14
14,4
4,12
12,4
14,4
4,12
14,4
4,14
4,12
4,12
4,12
4,12
11,4
4,14
14,4
4,14
4,14
4,14
4,14
14,4
14,4
4,14
4,14
14,4
14,4
14,4
4,14
14,4
14,4
4,14
14,4
4,14
14,4
4,14
14,4
4,14
4,14
4,14
14,4
4,14
4,14
4,14
4,14
14,4
14,4
4,14
14,4
14,4
4,14
14,4
4,21
14,4
4,14
14,4
4,14
4,12
4,14
4,14
14,4
4,14
14,4
4,14
14,4
14,4
14,4
4,14
4,14
14,4
4,14
4,14
4,14
4,14
4,14
4,14
4,14
14,4
4,14
4,14
14,4
14,4
4,14
4,14
4,14
4,14
4,14
4,14
14,4
4,14
4,14
14,4
14,4
4,14
14,4
4,14
4,14
4,14
4,14
4,14
1,4
4,14
4,14
4,14
4,14
4,14
4,14
14,4
4,14
4,14
1,4
14,4
14,4
4,14
14,4
4,14
4,14
14,4
4,14
14,4
4,14
4,14
4,14
4,14
14,4
14,4
14,4
4,21
14,4
14,4
4,14
14,4
14,4
4,14
14,4
14,4
14,4
4,14
4,14
4,14
4,14
4,14
4,14
14,4
14,4
4,14
4,14
4,14
4,14
14,4
4,14
14,4
14,4
4,14
4,14
14,4
4,14
4,14
4,14
14,4
4,14
4,14
4,14
14,4
4,11
21,4
14,4
4,14
4,14
4,14
14,4
14,4
4,14
4,14
14,4
4,14
4,14
4,14
14,4
4,14
14,4
12,4
14,4
4,14
4,14
14,4
4,14
4,14
14,4
14,4
4,14
4,14
4,14
4,14
14,4
4,14
4,14
4,14
4,14
11,4
3,4
14,4
4,12
4,14
4,14
4,14
4,14
14,4
14,4
14,4
4,14
4,14
14,4
4,14
14,4
4,7
4,14
14,4
4,14
4,14
4,14
14,4
14,4
4,14
4,14
4,14
4,14
14,4
4,14
14,4
4,14
4,14
4,14
14,4
4,14
4,14
4,14
4,14
14,4
7,4
4,14
4,14
4,14
14,4
4,14
4,14
4,3
4,14
4,14
4,14
4,14
14,4
4,14
14,4
14,4
14,4
4,14
4,14
4,14
4,14
4,12
14,4
4,14
12,4
14,4
4,14
4,14
4,14
4,14
14,4
4,14
4,14
14,4
14,4
4,14
14,4
4,14
4,14
4,14
4,14
14,4
14,4
4,14
4,14
4,14
14,4
4,14
4,14
14,4
14,4
14,4
14,4
14,4
4,12
4,14
4,14
4,14
4,14
4,14
4,14
4,14
14,4
14,4
4,14
14,4
14,4
4,14
4,14
4,14
4,14
4,14
14,4
4,14
4,14
14,4
4,14
14,4
14,4
14,4
14,4
4,14
14,4
4,14
14,4
12,4
4,14
14,4
14,4
14,4
12,4
4,14
4,14
14,4
4,14
14,4
4,14
14,4
4,14
14,4
4,14
4,14
14,4
4,14
14,4
14,4
4,14
14,4
4,14
14,4
14,4
4,14
14,4
4,14
4,14
4,14
4,14
4,14
4,14
4,7
4,14
4,14
14,4
4,14
14,4
4,14
4,14
7,4
4,14
4,14
4,21
14,4
4,14
4,14
4,12
14,4
14,4
4,14
4,14
4,14
4,14
4,14
4,14
4,14
4,14
14,4
14,4
14,4
14,4
4,14
4,14
14,4
4,14
4,14
4,14
4,14
14,4
4,14
4,14
14,4
4,1
4,14
14,4
4,14
4,12
14,4
14,4
4,14
4,12
4,14
4,14
14,4
14,4
4,14
4,14
4,14
14,4
14,4
14,4
4,14
4,14
4,14
21,4
4,14
14,4
4,14
14,4
14,4
4,14
4,14
14,4
4,14
14,4
4,14
14,4
4,14
4,14
14,4
4,14
21,4
4,14
4,14
4,14
4,14
4,14
4,14
4,14
4,14
14,4
4,21
4,12
4,14
14,4
4,14
4,14
14,4
14,4
14,4
14,4
4,14
14,4
4,14
14,4
14,4
14,4
4,14
14,4
4,14
4,14
4,14
4,14
14,4
14,4
14,4
14,4
14,4
4,14
14,4
4,14
4,14
4,14
4,14
4,14
14,4
4,14
14,4
4,14
4,14
4,14
14,4
4,14
14,4
14,4
4,14
4,14
14,4
14,4
14,4
14,4
14,4
14,4
4,14
14,4
4,14
4,3
4,14
4,14
4,14
4,14
14,4
4,14
14,4
4,14
7,4
14,4
4,14
4,14
4,14
14,4
4,14
4,14
4,14
4,14
4,14
4,14
14,4
14,4
14,4
4,14
4,14
4,14
4,14
4,14
4,14
4,14
4,14
14,4
4,14
14,4
4,14
4,14
14,4
4,14
14,4
4,14
14,4
14,4
4,12
14,4
14,4
4,14
14,4
12,4
4,14
4,14
14,4
14,4
14,4
4,14
14,4
14,4
4,14
4,14
14,4
14,4
4,14
4,14
14,4
14,4
4,14
4,14
4,14
14,4
4,14
14,4
4,14
4,14
4,14
14,4
4,14
4,14
4,1
4,14
14,4
14,4
4,14
14,4
4,14
4,14
4,14
12,4
4,14
4,14
14,4
4,14
4,21
4,14
4,14
4,14
4,14
4,14
4,14
4,14
14,4
4,14
14,4
14,4
14,4
4,14
4,14
14,4
4,14
14,4
4,14
4,14
14,4
14,4
14,4
4,1
14,4
3,4
14,4
4,14
4,14
4,14
14,4
4,14
14,4
4,14
4,14
4,14
14,4
12,4
4,14
14,4
4,14
14,4
4,14
14,4
14,4
14,4
4,14
4,14
3,4
4,21
14,4
14,4
4,14
4,14
4,14
4,14
4,21
4,14
14,4
4,14
4,14
14,4
14,4
4,14
14,4
14,4
4,14
14,4
14,4
4,14
4,21
4,12
4,12
12,4
4,14
4,14
4,14
4,14
4,14
14,4
12,4
4,12
4,12
4,14
12,4
14,4
4,14
4,12
4,14
4,14
4,12
12,4
14,4
12,4
14,4
4,12
14,4
4,12
14,4
4,3
4,14
14,4
14,4
14,4
4,14
4,14
4,14
14,4
14,4
4,14
12,4
12,4
4,12
4,12
14,4
4,14
14,4
12,4
14,4
14,4
12,4
4,14
4,12
4,14
4,14
4,12
4,14
4,14
12,4
14,4
4,14
4,14
14,4
12,4
14,4
4,14
4,14
14,4
4,12
12,14
4,12
4,14
12,4
4,12
4,14
14,4
4,14
4,14
4,14
4,14
4,14
14,4
14,4
14,4
12,4
4,14
14,4
4,14
14,4
4,14
4,12
4,12
14,4
4,14
14,4
4,14
4,14
4,12
14,4
4,14
12,4
4,14
4,12
4,12
14,4
14,4
14,4
4,14
14,4
14,4
4,12
4,12
14,4
12,4
4,14
4,12
4,14
4,14
4,14
4,14
4,14
4,12
14,4
12,4
4,14
4,12
12,4
4,12
4,14
4,14
4,14
12,4
14,4
4,14
4,14
4,14
12,4
4,14
12,4
14,4
14,4
4,14
4,14
12,4
4,14
4,14
4,14
4,14
4,14
14,4
12,4
14,4
14,4
14,4
4,14
14,4
12,4
14,4
4,14
4,14
14,4
14,4
12,4
14,4
4,14
4,14
4,14
14,4
14,4
4,14
12,4
12,4
4,14
4,14
4,14
14,4
14,4
4,14
4,14
4,14
14,4
4,14
4,14
4,14
12,4
4,14
4,14
4,14
14,4
4,14
14,4
4,14
14,4
14,4
12,4
12,4
14,4
12,4
4,14
12,4
4,14
4,14
4,12
4,12
4,14
12,4
14,4
4,14
12,4
14,4
14,4
14,4
14,4
4,12
12,4
14,4
12,4
4,14
14,4
4,14
4,14
4,12
4,12
14,4
14,4
4,12
14,4
4,14
4,14
14,4
4,14
12,4
4,14
14,4
4,14
14,4
4,14
4,14
4,14
14,4
4,12
4,14
12,4
4,12
4,14
4,14
14,4
4,14
4,12
14,4
4,14
4,14
14,4
12,4
4,14
12,4
14,4
12,4
4,14
14,4
4,12
12,4
14,4
14,4
4,14
12,4
4,14
4,12
4,14
4,14
4,12
4,12
4,12
14,4
4,14
4,14
4,12
14,4
4,14
4,14
4,12
14,4
14,4
4,14
14,4
14,4
4,14
4,14
14,4
4,14
12,4
14,4
4,14
14,12
4,14
4,12
14,4
4,12
4,14
4,14
14,4
4,14
4,14
12,4
4,12
4,14
4,14
4,14
12,4
14,4
14,4
12,4
4,14
14,4
4,12
14,4
14,4
4,12
12,4
14,4
14,4
12,4
12,4
12,4
4,12
4,14
4,14
4,14
4,14
4,14
14,4
14,4
4,14
14,4
14,4
4,14
14,4
4,14
4,14
4,14
4,12
4,14
4,14
4,14
4,14
4,14
14,4
4,14
14,4
14,4
4,12
14,4
4,14
4,14
14,4
14,4
4,14
4,12
4,12
4,12
4,14
14,4
4,12
4,14
4,12
4,14
12,4
14,4
12,4
4,14
14,4
4,12
4,14
14,4
4,14
4,14
14,4
12,4
14,4
14,4
4,14
4,14
12,4
4,14
4,14
14,4
14,4
4,14
12,4
4,12
4,14
4,14
4,14
4,12
4,14
4,12
4,14
4,14
4,12
4,14
4,12
14,4
4,14
12,4
4,12
4,12
4,14
4,14
4,14
14,4
4,12
14,4
4,14
4,14
4,14
4,11
4,14
4,14
4,14
4,14
4,1
12,4
12,4
14,4
1,4
4,12
4,14
4,14
4,14
4,14
14,4
4,14
4,14
4,14
14,4
4,14
4,14
14,4
12,14
4,14
4,12
4,12
4,12
4,14
12,4
4,12
12,4
4,14
4,12
4,12
4,14
4,14
4,14
4,12
14,4
4,14
4,7
4,12
4,14
4,12
4,12
4,14
14,4
14,4
4,14
14,4
14,4
4,14
4,14
4,14
14,4
4,12
12,4
14,4
4,12
12,4
14,4
4,14
14,4
4,14
14,4
4,14
4,14
12,4
4,14
4,12
12,4
21,4
12,4
4,14
4,12
14,4
14,4
12,4
4,12
4,12
4,12
4,14
4,14
14,4
14,4
4,14
4,14
4,12
14,4
4,14
4,14
14,4
4,14
14,4
14,4
4,14
14,4
12,4
14,4
4,14
4,14
14,4
4,14
14,4
4,12
4,14
4,14
4,12
4,14
4,14
14,4
14,4
14,4
4,14
14,4
4,14
4,14
4,14
4,12
4,14
4,14
4,12
14,4
14,4
4,14
4,12
4,14
4,12
4,14
4,14
14,4
4,14
14,4
4,14
4,14
14,4
14,4
4,14
4,14
14,4
4,14
4,12
4,12
14,4
4,12
4,14
4,14
12,4
4,14
4,14
4,14
14,4
4,14
4,14
4,12
4,14
4,14
14,4
14,4
4,14
12,4
12,4
12,4
4,11
4,14
12,4
4,12
14,4
14,4
14,4
4,14
4,14
4,12
14,4
12,4
14,4
4,1
14,4
12,4
4,14
4,14
4,14
12,4
4,14
14,4
12,4
4,12
4,12
4,14
4,14
4,3
4,14
4,12
4,14
4,12
14,4
4,12
14,4
4,14
4,12
14,4
4,14
14,4
4,14
14,4
4,14
4,12
12,4
14,4
4,14
4,12
4,12
4,14
4,12
4,12
4,12
4,14
4,14
4,14
14,4
14,4
14,4
14,4
14,4
14,4
14,4
14,4
4,14
4,14
4,14
14,4
14,4
4,14
14,4
4,14
4,14
14,4
14,4
4,14
4,3
14,4
4,14
14,4
4,14
14,4
14,4
3,4
4,14
11,4
14,4
4,14
14,4
3,14
14,4
4,12
4,14
3,4
4,14
4,14
14,4
14,4
4,14
4,14
4,14
4,14
14,4
4,14
4,14
4,14
3,4
4,14
4,14
4,14
4,14
3,4
4,14
4,14
14,4
3,4
14,4
14,4
4,14
4,14
3,4
4,14
4,14
4,3
4,3
4,14
14,4
4,14
14,4
14,4
4,14
14,4
3,4
4,14
3,4
4,14
4,12
4,14
4,14
4,14
4,14
4,14
14,4
3,4
4,14
4,14
14,4
14,4
14,4
4,14
4,14
4,14
4,14
4,14
4,14
4,14
4,14
3,4
4,14
4,14
4,3
4,14
4,14
3,4
4,3
14,4
3,4
4,14
4,14
4,14
14,4
14,4
14,4
4,3
4,14
4,14
4,14
14,4
4,14
3,4
4,14
14,4
4,3
14,4
14,4
4,14
4,14
4,14
4,14
4,14
4,14
3,4
4,14
4,14
14,4
14,4
14,4
4,3
14,4
14,4
4,14
4,14
4,14
14,4
4,14
14,4
4,14
4,14
7,4
4,14
4,14
4,14
4,14
4,14
14,4
14,4
14,4
4,14
14,4
14,4
4,14
14,4
11,4
3,4
4,3
4,14
14,4
14,4
14,4
14,4
4,14
4,14
14,4
4,14
14,4
14,4
4,14
14,4
4,14
14,4
3,4
14,4
4,14
14,4
4,14
14,4
4,14
14,4
4,14
11,4
14,4
14,4
4,14
4,14
14,4
4,14
14,4
4,14
14,4
4,14
4,14
4,14
14,4
14,4
14,4
4,14
14,4
4,14
14,4
4,14
14,4
14,4
4,14
4,14
14,4
4,14
14,4
14,4
4,11
14,4
14,4
4,14
4,14
14,4
4,14
3,4
14,4
14,4
4,3
14,4
3,4
4,14
14,4
14,4
3,14
14,4
3,4
3,4
14,4
14,4
14,4
14,4
4,14
4,14
4,14
14,4
14,4
4,14
4,14
11,4
4,14
4,14
4,12
3,4
4,14
4,14
14,4
4,14
14,4
4,14
4,14
7,4
4,3
4,14
4,14
4,14
4,11
14,4
4,14
4,14
4,14
4,14
4,14
4,14
14,4
14,4
14,4
14,4
14,4
14,4
14,4
14,4
4,14
14,4
14,4
14,4
14,4
4,14
4,14
14,4
14,4
4,14
4,3
4,14
4,14
12,4
4,14
4,12
4,14
4,14
4,14
3,4
14,4
4,14
4,14
4,14
4,14
14,4
11,4
4,14
4,14
4,14
3,4
3,4
4,3
4,14
4,11
14,4
4,14
4,14
4,14
4,3
4,14
14,4
14,4
4,3
14,4
14,4
4,14
14,4
3,4
4,14
14,4
4,14
4,14
4,14
14,4
4,14
4,14
3,4
14,4
4,14
4,14
4,14
4,14
4,14
14,4
4,14
4,14
4,14
4,14
4,14
4,14
4,14
4,14
4,14
4,3
14,4
14,4
3,4
14,4
4,14
14,4
4,14
14,4
14,4
3,4
3,4
4,3
4,14
4,14
4,14
4,3
4,3
14,4
4,14
14,4
14,4
14,4
4,3
4,14
14,4
3,4
4,14
7,4
4,3
14,4
4,14
14,4
4,14
14,4
4,14
4,14
4,14
14,4
14,4
14,4
4,14
4,3
14,4
4,14
14,4
4,14
14,4
4,14
4,14
4,14
14,4
14,4
14,4
4,14
4,14
14,4
11,4
4,14
14,4
4,12
3,4
4,14
4,14
3,4
4,14
4,14
4,14
14,4
14,4
4,14
14,4
4,14
12,4
4,14
14,4
14,4
14,4
4,14
14,4
14,4
4,14
3,4
4,14
14,4
4,14
4,14
7,4
4,14
4,14
14,4
4,14
4,14
14,4
4,14
4,14
4,14
4,14
4,3
4,14
14,4
4,14
14,4
4,14
4,14
4,14
4,14
3,4
4,14
4,14
4,14
14,4
14,4
14,4
14,4
14,4
4,3
14,4
3,4
4,14
14,4
4,14
4,14
14,4
4,14
4,14
4,14
4,14
3,4
4,3
14,4
14,4
4,14
4,14
14,4
14,4
4,14
14,4
4,14
4,14
14,4
14,4
4,14
4,14
4,14
4,14
14,4
4,14
3,4
14,4
14,4
4,3
4,14
4,14
4,11
7,4
3,4
4,14
4,14
4,14
14,4
4,14
4,14
14,4
4,14
4,14
4,14
4,14
14,4
4,14
4,12
14,4
14,4
4,14
14,4
14,4
14,4
14,4
4,11
14,4
14,4
3,4
4,14
4,14
4,14
14,4
4,14
14,4
14,4
4,14
14,4
4,14
14,4
4,14
14,4
4,14
4,3
4,14
4,14
4,14
3,4
4,3
14,4
4,14
4,14
4,14
11,4
14,4
4,14
4,14
4,14
4,14
4,14
4,14
14,4
4,3
4,14
4,14
14,4
4,14
4,14
4,3
4,3
4,14
4,14
14,4
3,4
14,4
14,4
14,4
3,4
4,14
4,14
4,14
14,4
14,4
3,4
14,4
4,14
4,14
14,4
4,14
4,14
14,4
14,4
4,14
4,3
14,4
14,4
4,14
14,4
14,4
3,4
4,14
14,4
4,14
4,14
14,4
14,4
4,14
14,4
14,4
4,14
4,14
4,14
14,4
4,14
14,4
14,4
14,4
14,4
3,4
4,14
4,14
3,4
14,4
4,14
4,14
4,14
3,4
14,4
4,14
14,4
4,14
14,4
14,4
14,4
14,4
14,4
4,14
14,4
3,4
4,14
14,4
4,14
4,14
14,4
4,14
4,14
4,14
4,14
14,4
14,4
4,14
4,12
14,4
11,4
11,4
11,4
11,4
4,11
4,11
4,11
4,11
11,4
4,11
4,11
11,4
11,4
11,4
11,4
4,11
11,4
11,4
4,11
4,11
11,4
4,11
11,4
11,4
11,4
4,11
4,11
11,4
11,4
4,11
4,11
4,11
4,11
4,11
11,4
11,4
4,11
4,11
4,11
11,4
11,4
4,11
11,4
11,4
4,11
4,11
4,11
4,11
4,11
4,11
4,11
11,4
11,4
4,11
4,11
4,11
11,4
11,4
4,14
4,11
11,4
11,4
4,11
11,4
4,11
11,4
4,11
11,4
4,11
4,11
11,4
11,4
4,11
11,4
4,11
4,11
4,11
4,11
4,11
11,4
4,11
4,11
11,4
4,11
4,11
4,11
4,11
4,11
11,4
11,4
11,4
11,4
4,11
11,4
4,11
4,11
11,4
11,4
11,4
4,11
11,4
11,4
4,7
11,4
4,11
11,4
11,4
11,4
4,11
4,11
11,4
4,11
4,11
11,4
11,4
11,4
11,4
4,11
4,11
4,11
4,11
11,4
11,4
4,11
4,11
11,4
11,4
11,4
11,4
11,4
4,11
4,11
4,11
11,4
4,11
4,11
4,11
4,11
4,11
4,11
11,4
4,11
11,4
4,11
4,11
4,11
11,4
11,4
4,11
4,11
4,11
11,4
11,4
11,4
4,11
11,4
4,11
11,4
11,4
4,11
11,4
11,4
4,11
4,11
11,4
4,11
11,4
4,11
11,4
11,4
4,11
11,4
4,11
4,11
4,11
11,4
4,11
11,4
4,11
4,11
4,11
11,4
11,4
11,4
4,11
11,4
11,4
4,11
4,11
11,4
4,11
4,11
11,4
11,4
11,4
11,4
11,4
11,4
4,11
4,11
4,11
11,4
11,4
11,4
4,11
4,11
4,11
11,4
4,11
11,4
11,4
4,11
11,4
11,4
4,11
11,4
4,11
11,4
11,4
4,11
4,11
4,11
4,11
4,11
11,4
4,11
4,11
4,11
11,4
11,4
4,11
4,11
4,11
11,4
11,4
4,11
11,4
11,4
4,11
11,4
11,4
11,4
11,4
11,4
11,4
4,11
11,4
4,11
4,11
11,4
4,11
11,4
4,11
4,11
11,4
11,4
11,4
14,11
4,11
4,11
11,4
11,4
4,11
4,11
11,4
4,11
11,4
11,4
4,11
11,4
4,11
11,4
11,4
11,4
4,11
11,4
4,11
4,11
11,4
11,4
4,11
4,11
11,4
4,11
4,11
4,11
11,4
4,12
11,4
4,11
4,11
11,4
11,4
11,4
4,12
4,11
11,4
4,11
4,11
4,11
11,4
4,11
11,4
11,4
4,11
11,4
11,4
4,11
4,11
4,11
11,4
11,4
14,4
4,11
11,4
11,4
4,11
4,11
11,4
11,4
4,11
11,4
4,11
11,4
4,11
4,11
11,4
4,11
4,11
11,4
4,11
11,4
11,4
11,4
11,4
4,11
11,4
11,4
11,4
4,11
4,11
4,11
4,11
4,11
11,4
4,11
4,11
4,11
11,4
4,11
4,11
4,11
11,4
4,11
4,11
4,14
4,11
4,11
11,4
4,11
4,11
4,11
4,11
11,4
11,4
4,11
4,11
4,11
4,11
11,4
11,4
4,11
11,4
4,11
4,11
4,11
4,11
4,11
4,11
4,11
4,11
4,11
11,4
4,11
11,4
4,11
11,4
4,11
11,14
11,4
4,11
4,11
11,4
11,4
11,4
4,11
11,4
4,11
4,11
11,4
4,11
4,11
4,11
11,4
4,11
4,11
11,4
11,4
11,4
4,11
11,4
11,4
11,4
4,11
4,11
4,11
11,4
4,11
4,11
11,4
11,4
4,11
4,11
4,11
11,4
4,11
4,11
4,11
4,11
4,11
4,11
4,11
4,11
11,4
4,11
4,11
4,11
4,11
11,4
4,11
11,4
11,4
4,11
4,11
4,11
4,11
4,11
4,11
4,11
11,4
4,11
4,11
4,11
11,4
11,4
4,11
4,11
11,4
4,11
4,11
11,4
11,4
11,4
11,4
4,11
4,11
4,11
11,4
4,11
11,4
11,4
11,4
4,11
4,11
11,4
11,4
4,11
11,4
11,4
11,4
4,11
11,4
4,11
4,14
4,11
4,11
4,11
4,11
4,11
11,4
11,4
11,4
11,4
4,11
4,11
4,11
11,4
4,11
4,11
4,11
11,4
4,11
4,11
11,4
4,11
11,4
4,11
4,11
4,11
4,11
11,4
11,4
4,11
4,11
11,4
11,4
4,11
4,11
11,4
11,4
11,4
11,4
11,4
11,4
4,11
4,11
4,11
4,11
11,4
11,4
4,11
4,11
11,4
11,4
11,4
4,11
4,11
4,11
4,11
4,11
4,11
4,11
11,4
4,11
11,4
4,11
11,4
4,11
11,4
11,4
4,11
4,11
4,11
4,11
4,11
4,11
11,4
11,4
11,4
4,11
4,11
4,11
11,4
4,11
4,11
11,4
4,11
11,4
4,11
11,4
11,4
11,4
11,4
11,4
4,11
4,11
4,11
4,11
4,11
4,11
4,11
4,11
4,11
4,11
11,4
11,4
11,4
4,11
11,4
11,4
4,11
4,11
4,11
4,11
11,4
4,11
4,11
11,4
4,11
4,11
11,4
11,4
4,11
4,11
4,11
4,11
14,12
4,11
4,11
4,11
4,11
4,11
11,4
11,4
4,11
4,11
11,4
14,11
4,11
4,11
11,4
11,4
4,11
4,11
4,11
11,4
4,11
11,4
11,4
14,4
11,4
4,11
11,4
4,11
11,4
4,11
4,11
11,4
4,11
11,4
11,4
11,4
4,11
11,4
11,4
4,11
4,11
11,4
11,4
4,11
14,4
14,4
12,4
14,4
4,12
4,12
4,14
4,12
4,14
14,4
21,4
4,12
14,4
12,4
4,12
12,4
4,12
12,4
4,12
12,4
4,14
12,4
3,14
4,21
4,14
12,4
12,4
4,14
4,14
4,14
12,4
14,4
4,12
4,21
14,4
4,12
4,14
21,4
4,12
12,4
4,14
21,4
4,12
4,7
4,14
4,12
4,12
12,4
14,4
12,4
4,14
14,4
4,14
12,4
4,12
4,12
4,12
14,4
4,14
4,12
4,12
4,14
4,12
14,4
4,12
14,4
4,14
4,12
12,4
4,12
14,4
4,14
4,12
4,21
14,4
4,11
4,14
12,4
1,4
4,14
14,4
4,14
4,14
14,4
12,4
4,12
14,4
4,14
4,14
12,4
4,14
12,4
4,14
4,14
12,4
4,12
4,12
4,14
4,12
21,4
14,4
4,12
4,7
12,4
4,21
4,14
4,14
4,12
4,12
12,4
12,4
4,14
12,4
4,14
12,4
12,4
14,4
4,12
4,12
14,4
12,4
4,12
12,4
12,4
4,14
12,4
4,14
14,4
4,7
14,4
4,21
4,14
14,4
4,1
14,4
12,4
14,4
4,12
4,14
14,4
12,4
4,14
4,12
4,14
3,4
4,12
4,14
4,12
4,21
14,4
14,4
12,4
14,4
4,12
4,21
4,14
4,3
4,12
12,4
4,14
12,4
4,14
21,4
12,4
21,4
14,4
4,12
12,4
12,4
12,4
4,3
4,12
14,4
7,4
4,12
12,4
4,14
12,4
12,4
4,7
21,4
12,4
12,4
4,14
4,3
12,4
4,12
12,4
4,12
21,4
4,12
12,4
14,4
4,12
4,12
4,12
14,4
4,14
4,12
4,12
4,21
12,4
4,12
4,12
12,4
4,12
4,14
4,12
4,12
4,14
4,14
7,4
4,12
4,12
4,14
4,12
4,14
4,14
12,4
12,4
14,4
12,4
12,4
12,4
4,21
4,7
4,12
4,12
4,14
4,14
14,4
4,14
4,14
12,4
4,12
4,12
4,12
4,12
4,14
14,4
21,4
4,12
14,4
12,4
14,4
14,4
3,4
12,4
4,12
4,14
