36,9,202,53,134
157,113,497,82,81
101,54,157,202,64
67,103,48,53,246
29,31,203,246,50
29,117,122,238,64
111,107,103,75,21
84,238,203,29,497
84,32,39,555,236
157,121,61,119,43
141,145,82,99,81
201,17,101,120,67
99,32,15,85,143
202,75,99,82,69
157,145,20,89,420
8,98,56,222,12
91,81,102,350,223
31,51,103,86,99
63,23,7,236,64
90,202,98,28,14
16,145,17,103,24
23,64,222,99,117
98,134,555,60,18
41,45,154,350,15
111,38,145,246,23
82,157,40,107,222
143,81,23,59,45
145,202,412,91,77
99,79,85,517,236
48,86,55,143,498
28,86,143,119,45
18,63,254,238,10
202,101,6,555,163
81,131,58,157,267
53,113,15,69,126
67,98,238,111,28
33,202,43,90,420
91,54,412,18,64
432,121,145,101,23
19,119,63,86,238
23,39,82,15,99
42,107,82,267,51
13,81,163,240,99
254,39,105,432,145
81,37,555,19,157
145,89,164,141,61
55,75,81,254,267
21,54,117,68,131
117,121,420,67,90
157,98,25,60,29
115,92,157,11,81
11,238,143,15,68
81,82,101,238,120
51,412,78,41,238
141,222,115,40,10
21,75,31,102,44
16,25,202,23,45
202,60,150,53,13
517,14,246,15,555
202,61,113,75,16
143,517,67,201,121
38,64,24,222,555
12,91,15,8,77
92,238,350,81,60
420,161,32,18,69
89,19,74,39,62
143,85,81,64,82
105,555,122,121,15
21,101,53,75,80
9,143,106,517,92
121,517,202,497,157
115,157,51,9,201
84,202,427,114,26
202,122,20,143,245
142,106,81,40,92
31,119,412,28,101
350,115,202,29,122
145,150,25,99,76
33,39,145,99,8
120,42,38,555,145
51,17,117,102,157
22,113,236,45,267
16,119,113,45,6
24,420,51,37,74
202,517,64,13,111
119,120,99,83,103
32,134,45,39,22
238,517,64,99,22
59,267,222,26,134
25,55,131,119,420
33,24,25,238,222
110,111,98,99,421
75,21,201,7,107
24,80,74,51,53
117,84,5,164,145
37,45,17,24,44
4,110,25,13,11
51,161,254,24,143
92,35,23,53,90
236,99,10,90,246
121,3,150,4,58
56,81,23,555,161
50,498,107,223,497
29,3,21,111,75
161,29,24,81,61
114,99,90,254,202
111,21,29,238,41
119,90,122,555,5
157,161,518,74,421
202,92,16,90,23
412,84,555,154,18
35,111,62,202,28
85,106,89,145,45
11,39,81,84,350
222,4,86,54,63
120,143,236,141,161
17,497,5,134,119
41,141,7,18,45
106,35,55,18,99
222,157,143,24,134
84,99,29,106,9
59,16,131,18,85
143,141,4,113,202
412,112,15,246,98
143,4,222,6,141
142,412,82,9,51
120,222,91,10,99
80,55,99,59,498
64,202,61,86,99
126,161,81,62,30
35,99,17,21,55
517,202,39,53,240
101,40,222,141,36
101,164,245,412,202
32,412,67,35,101
11,36,15,53,17
117,68,67,59,107
99,28,29,9,2
245,107,10,161,222
126,142,11,99,143
101,99,154,75,81
86,222,154,91,25
122,25,81,77,517
222,238,40,35,83
21,141,43,98,45
350,23,498,99,30
141,48,350,157,15
75,59,36,55,80
117,245,23,113,145
497,238,23,498,33
86,119,134,555,141
15,161,30,58,99
25,51,36,518,120
33,103,99,110,8
55,64,45,41,103
28,22,412,38,83
133,141,131,89,107
157,267,202,17,5
50,81,7,20,26
107,117,84,145,99
89,103,86,28,18
119,85,55,32,40
246,350,58,56,51
40,102,82,145,74
91,113,202,161,83
143,82,85,51,113
96,54,117,254,157
51,517,39,43,86
222,34,143,33,126
50,60,35,267,81
17,246,111,222,28
6,238,236,412,19
63,99,22,59,420
89,72,81,39,238
203,82,12,18,13
141,37,518,246,67
143,56,45,67,86
121,145,13,238,99
517,114,37,81,236
267,62,19,101,202
157,161,21,24,39
61,122,43,203,45
131,420,25,517,119
145,59,62,267,17
40,81,120,92,43
126,127,64,145,555
64,25,420,143,51
53,86,15,5,4
24,23,15,8,99
429,19,17,555,69
20,81,114,131,12
202,103,86,43,48
2,246,25,15,60
143,238,58,11,51
350,29,114,51,8
24,69,45,63,14
82,238,498,111,64
14,99,202,254,42
157,92,30,498,497
240,432,81,64,55
75,222,432,9,99
101,103,145,121,157
2,18,90,54,99
13,120,222,16,99
15,518,99,8,20
498,497,59,8,92
18,240,350,84,107
81,42,75,19,1
238,111,98,15,102
202,268,12,83,113
51,62,63,91,19
55,92,202,350,254
1,59,22,75,201
35,39,55,40,67
103,89,22,41,29
21,24,103,350,75
12,127,105,21,77
119,63,69,82,121
99,41,421,90,67
114,131,63,30,22
154,555,89,157,81
54,28,145,555,99
143,18,91,245,141
222,61,99,245,39
67,25,24,103,121
81,19,17,101,45
518,202,254,37,85
150,141,99,81,84
80,223,143,44,67
115,51,53,24,102
115,21,25,75,104
18,89,39,42,141
142,48,51,40,141
42,236,64,58,78
21,106,18,268,25
98,112,92,17,51
53,106,25,103,119
103,74,15,25,35
69,51,99,56,33
67,99,121,1,54
6,15,35,55,117
141,145,111,420,63
10,37,119,238,113
31,63,19,67,51
58,236,30,101,350
238,111,15,17,76
44,21,105,223,120
11,63,15,58,69
114,107,99,267,22
16,58,141,112,498
141,555,68,222,13
53,18,24,103,141
6,81,37,101,102
223,412,81,105,9
67,117,42,79,164
86,1,98,111,145
30,112,2,236,25
107,40,15,28,61
85,412,82,61,51
75,518,245,9,51
141,75,99,43,498
81,1,83,82,63
34,84,67,28,555
267,104,84,77,517
61,75,32,99,15
18,43,13,35,17
81,161,104,75,432
245,412,26,21,77
92,25,145,254,99
20,51,412,13,10
133,236,143,30,99
81,19,75,157,26
22,238,43,32,30
96,555,4,82,31
9,163,238,420,161
15,157,517,141,350
77,82,53,18,126
92,102,79,16,67
23,22,64,157,99
164,81,54,43,75
24,53,39,113,21
120,10,15,12,161
86,99,518,51,102
35,51,105,9,99
42,32,202,126,143
59,17,18,41,350
20,157,222,24,53
81,101,44,76,41
107,99,127,222,13
432,105,67,33,420
12,64,161,122,157
236,11,134,37,150
164,18,89,11,45
254,25,429,83,517
45,267,83,81,59
75,145,245,24,111
59,22,122,267,161
127,51,75,203,99
59,64,10,51,26
98,8,222,246,555
119,24,61,56,98
84,143,202,11,6
122,412,32,145,90
17,18,62,103,75
18,53,99,19,31
43,81,31,39,64
81,1,13,3,131
102,75,18,267,35
22,161,32,99,33
68,67,164,143,254
64,127,17,45,53
126,412,21,13,107
113,222,111,82,245
29,164,11,86,246
222,25,105,126,60
30,90,81,201,85
60,350,202,1,24
517,117,254,96,82
40,43,58,67,28
126,141,119,555,81
77,63,45,106,13
35,518,57,7,43
236,120,50,43,91
420,222,74,45,24
222,34,150,3,33
15,90,75,11,54
64,81,412,90,13
9,67,13,111,24
111,39,268,11,30
350,24,15,35,245
126,59,41,111,161
267,145,150,154,84
412,27,101,98,202
120,119,517,63,41
99,412,35,126,236
86,134,99,59,202
63,51,17,421,45
222,90,62,161,10
17,90,63,119,28
29,103,28,114,111
17,154,238,18,555
53,59,245,51,54
12,202,203,157,164
58,24,236,201,238
8,12,150,245,64
111,145,27,101,102
412,90,498,497,64
115,51,164,412,92
91,99,23,81,31
268,81,99,39,33
101,24,145,25,141
99,38,17,59,15
30,145,161,17,111
121,75,15,99,55
238,62,86,99,145
81,120,83,53,50
56,104,127,16,82
202,5,99,122,103
75,103,222,101,157
28,236,26,103,516
58,254,350,99,81
517,21,32,122,63
111,7,15,420,121
51,33,99,39,61
15,99,24,98,84
64,222,84,157,101
112,81,43,32,164
16,136,126,67,120
67,157,105,412,98
16,96,157,64,39
240,412,120,222,103
89,222,141,58,134
107,39,222,111,90
86,555,117,203,222
24,79,26,18,45
517,122,145,30,99
21,24,38,201,114
67,245,17,163,82
56,79,246,236,86
19,201,41,517,236
15,99,75,412,141
18,92,555,45,254
203,18,89,23,145
145,5,267,17,246
42,267,21,23,64
83,99,57,145,141
111,51,30,48,85
517,68,143,103,145
55,77,164,145,99
18,517,36,143,58
99,202,19,50,84
99,28,23,55,51
45,202,39,111,254
223,81,120,412,142
136,19,143,58,50
134,141,9,75,222
51,31,150,91,412
103,16,107,498,68
103,43,120,122,145
223,145,141,83,50
238,131,145,89,98
17,517,62,22,89
54,555,8,35,202
18,23,69,28,432
25,14,33,238,21
141,150,103,202,25
67,25,5,80,101
43,55,75,429,33
497,99,83,56,498
517,54,412,222,59
268,141,58,555,222
11,122,143,238,18
238,9,497,22,82
76,150,1,63,222
202,254,103,53,23
110,122,81,35,63
202,80,92,83,99
61,122,267,11,51
99,24,119,30,38
35,110,101,33,84
222,517,350,59,24
104,222,86,34,143
498,69,89,80,28
238,517,60,53,236
24,68,107,432,145
157,202,64,3,555
20,517,18,85,555
157,120,17,51,111
11,236,126,25,143
113,25,222,84,517
45,25,23,80,81
202,34,102,75,25
25,6,18,84,113
91,412,145,33,122
99,60,81,238,68
29,81,120,99,79
23,157,21,117,121
145,13,32,122,350
54,202,201,105,203
25,202,91,10,11
236,64,41,38,412
68,107,99,92,21
22,131,254,12,157
23,99,141,145,16
107,85,238,63,67
222,1,111,32,10
32,24,267,202,25
350,121,80,7,15
222,134,246,79,267
82,131,51,238,45
555,145,17,11,1
75,26,90,24,22
236,59,6,45,145
498,134,2,412,43
53,15,2,101,28
222,6,30,84,43
39,154,111,103,67
44,555,37,77,517
36,21,48,84,91
222,101,56,412,85
9,25,21,86,24
9,81,105,350,83
103,17,145,19,25
238,64,63,126,222
106,145,101,412,58
35,51,30,69,61
202,427,99,17,223
157,267,202,17,5
81,107,143,246,238
412,67,56,101,92
99,39,120,22,45
122,84,412,141,222
51,39,267,142,11
86,202,42,5,117
99,103,98,60,15
28,58,202,101,157
39,81,127,102,43
60,143,92,91,51
36,161,105,5,101
15,517,8,157,117
64,131,54,22,68
246,350,58,56,51
39,11,201,222,7
24,53,254,85,429
42,119,24,99,157
119,45,17,35,43
67,131,75,32,17
58,25,60,145,45
55,99,85,222,254
77,432,42,222,54
13,51,24,23,412
122,145,134,497,36
141,163,80,1,150
58,99,98,81,30
33,99,84,86,18
420,143,222,518,19
555,145,43,107,16
17,11,9,51,1
119,33,43,26,17
112,26,516,29,254
267,29,21,36,17
113,119,117,35,115
134,64,222,122,99
11,223,222,127,99
15,106,29,101,111
60,236,350,13,238
31,101,89,20,51
412,82,202,99,107
91,51,141,99,105
90,15,79,25,133
81,24,59,111,268
39,42,60,119,267
555,67,99,86,24
81,412,106,79,21
412,145,141,68,39
32,27,110,117,99
131,23,145,37,9
141,22,58,55,412
161,112,555,92,19
91,85,89,21,59
254,25,21,13,92
63,90,91,141,29
429,143,63,48,238
5,40,145,24,3
51,77,142,201,421
497,254,555,157,80
121,112,7,67,16
56,67,45,53,498
25,21,75,80,141
131,43,236,11,57
121,53,222,8,58
7,64,222,63,91
24,81,121,63,99
555,238,122,18,64
267,202,203,92,101
35,131,36,145,89
104,142,107,119,555
1,99,59,111,119
56,22,78,13,53
25,11,412,222,24
245,10,110,63,120
40,28,21,61,122
121,127,50,555,119
9,21,30,412,238
99,222,32,105,420
12,38,141,222,23
75,9,238,412,15
84,24,81,111,238
117,45,222,111,266
92,37,121,44,61
111,75,236,99,29
99,134,202,266,32
81,106,7,107,161
99,19,21,6,55
105,141,420,222,350
127,99,223,18,64
131,67,13,99,81
51,99,16,107,4
119,17,55,254,89
222,555,141,43,245
110,82,555,7,79
518,53,41,22,141
134,497,6,79,22
91,27,51,267,254
60,27,222,7,89
412,161,222,5,6
58,202,113,26,246
45,17,157,254,92
245,518,72,31,161
22,111,99,28,23
245,96,86,412,56
75,99,238,22,59
9,22,99,120,245
2,81,32,161,90
25,29,22,40,14
77,498,86,412,157
119,77,25,92,157
143,14,45,35,22
51,19,150,42,267
58,59,555,142,222
8,11,51,111,42
516,222,10,421,90
141,99,222,516,84
99,236,164,223,60
81,223,203,23,99
99,81,105,24,15
25,81,106,17,84
21,34,143,60,41
18,27,421,112,267
83,143,28,145,112
24,236,48,38,43
22,30,53,163,23
45,23,99,19,51
105,497,133,17,5
101,145,2,33,201
24,63,67,34,35
1,15,25,29,420
92,75,267,145,113
30,81,26,120,50
22,41,56,101,37
28,105,24,67,25
117,238,27,17,110
50,245,15,412,420
64,79,22,39,127
62,555,30,78,15
53,101,11,30,67
37,45,33,15,75
67,223,74,555,29
12,24,157,107,82
11,74,89,110,157
64,99,45,92,51
35,131,106,81,37
122,161,518,72,202
122,28,350,145,1
92,15,16,85,121
63,35,86,267,498
10,432,150,121,21
222,99,55,32,92
89,13,41,121,222
101,11,131,104,51
14,43,145,157,5
222,104,113,246,25
161,111,11,202,114
268,236,79,115,75
99,6,60,81,555
11,161,266,145,555
25,35,266,15,68
57,142,16,202,91
51,24,12,1,82
67,238,555,113,13
19,63,497,67,498
45,99,222,78,121
14,120,81,75,45
120,41,17,99,81
99,222,32,126,37
4,11,517,81,86
122,145,50,53,254
53,83,161,51,56
60,15,55,266,9
99,69,51,58,77
31,161,25,222,203
30,55,24,15,99
99,19,16,13,222
91,6,53,33,15
45,33,74,420,120
21,518,240,111,107
45,202,24,60,267
48,432,161,110,67
99,31,202,555,107
157,104,63,17,81
236,83,78,517,1
5,114,268,119,40
11,555,40,15,54
21,7,68,45,24
122,267,82,113,67
54,110,133,107,84
238,43,67,54,245
111,29,518,236,82
84,11,99,15,37
72,15,555,39,105
25,80,59,202,555
498,420,161,412,35
90,497,245,24,498
267,81,35,126,15
121,51,54,25,84
104,3,39,222,8
246,53,28,81,31
8,24,22,29,161
141,30,68,44,145
8,22,518,41,32
85,39,121,99,119
10,21,19,350,45
45,90,63,119,59
111,202,266,77,245
555,11,10,21,161
67,58,7,113,412
36,51,19,555,63
82,131,110,141,99
157,67,33,41,201
114,267,268,51,64
50,99,238,18,56
122,26,15,28,105
114,15,141,142,25
98,202,75,115,24
8,67,238,267,32
141,161,266,17,51
202,53,60,92,90
54,81,157,99,59
238,119,60,37,86
141,84,81,99,92
24,90,33,22,143
99,121,40,85,145
98,11,54,15,238
517,4,122,110,16
82,40,55,77,119
5,17,25,81,134
254,143,202,518,6
141,23,99,69,119
39,67,122,111,245
81,79,62,1,111
143,62,59,45,145
39,67,517,350,13
86,350,51,28,1
267,32,157,85,29
84,48,17,267,236
201,517,82,236,56
90,21,518,25,35
79,91,81,518,80
45,21,84,64,23
25,61,222,107,86
99,81,2,40,14
1,26,24,17,81
203,222,555,126,13
141,40,99,78,51
35,202,127,412,17
420,517,113,25,67
89,119,161,240,7
161,145,157,11,150
37,67,246,141,24
86,53,236,48,8
91,555,42,202,131
122,82,40,51,9
555,58,51,29,163
29,89,420,134,51
28,84,86,236,89
53,35,22,121,157
77,518,64,51,240
51,32,246,17,267
238,81,75,24,350
98,518,67,59,101
51,25,45,29,75
223,163,51,6,131
18,24,39,23,555
81,24,54,143,106
29,412,238,54,222
20,202,412,8,55
22,32,63,99,24
19,99,131,18,98
86,163,412,222,99
236,68,82,72,43
82,107,45,99,81
45,254,22,82,4
22,7,17,25,9
24,133,267,51,101
21,63,101,34,9
157,202,32,50,63
81,84,245,240,37
57,18,31,133,163
11,122,35,268,202
143,145,157,55,35
238,53,8,81,33
35,131,222,120,350
238,15,39,111,141
122,43,7,104,222
141,23,43,133,161
51,7,122,26,64
24,131,498,246,120
37,145,29,157,75
40,51,59,110,68
62,119,39,17,267
9,110,222,31,201
555,84,141,145,58
267,141,51,164,69
41,120,99,111,22
24,25,23,18,55
26,4,55,122,120
432,51,82,45,420
24,84,91,53,18
143,266,81,15,105
9,1,6,59,236
25,202,157,266,107
31,22,555,11,134
555,517,161,420,67
31,25,41,15,107
17,20,92,18,161
114,268,111,202,121
56,15,86,518,43
17,32,7,266,202
22,58,157,33,99
12,54,161,202,9
240,64,202,89,105
222,40,76,161,17
39,1,121,145,143
23,202,121,84,79
164,142,432,145,141
51,105,85,555,120
498,266,555,24,25
51,245,111,85,42
141,29,69,99,42
127,119,77,420,350
518,50,3,421,99
202,33,55,58,26
412,32,420,91,202
12,77,81,105,64
81,11,136,267,266
83,25,22,254,131
38,51,6,246,412
22,11,99,161,114
18,26,254,13,8
18,106,42,120,555
25,10,222,157,54
145,497,240,268,203
15,24,99,518,6
64,119,164,555,63
59,55,78,145,63
10,59,99,498,497
45,157,202,120,2
51,2,517,518,25
21,63,1,31,85
75,22,8,11,117
86,63,81,245,45
10,64,268,89,222
157,30,267,11,8
141,63,29,55,84
99,59,41,222,143
10,17,61,89,21
10,41,107,21,117
117,202,31,24,4
102,161,18,268,16
119,26,53,141,39
45,32,80,17,51
38,28,157,81,53
55,254,64,202,63
161,53,11,266,18
21,432,107,142,41
131,84,99,145,238
24,28,51,25,99
518,267,22,64,86
145,223,91,24,9
41,101,25,81,28
23,81,91,84,53
24,11,41,99,18
78,412,20,119,163
122,421,163,157,80
18,25,121,84,17
157,81,143,254,41
81,245,8,238,89
254,16,23,90,51
350,131,555,222,79
24,99,89,222,122
51,32,9,31,245
17,55,69,41,5
89,223,99,119,11
412,161,35,81,33
107,112,222,36,17
202,266,77,101,25
163,145,267,32,150
13,202,157,11,201
102,99,86,145,8
145,111,99,50,23
91,28,90,15,267
81,163,120,67,12
81,24,99,131,28
157,33,101,81,267
497,63,2,27,51
236,267,64,13,11
113,161,39,81,91
222,161,31,102,79
84,51,77,150,63
84,64,67,245,432
30,51,17,238,267
78,119,69,102,3
238,555,112,20,67
51,9,516,111,112
131,22,11,53,39
81,111,134,114,104
222,99,113,16,17
236,120,69,114,143
267,84,112,81,141
115,432,107,29,92
81,56,223,41,238
41,9,40,238,202
51,421,23,131,16
119,141,99,91,122
107,412,51,150,63
254,517,99,202,266
254,84,236,516,111
30,81,86,99,142
498,68,63,154,41
555,29,69,80,517
64,161,236,98,115
497,41,21,30,34
59,143,133,91,80
111,19,1,75,222
421,81,90,518,54
150,238,110,121,25
412,222,86,99,32
63,39,161,517,120
412,222,141,115,41
236,420,42,77,201
89,141,67,55,10
105,17,161,32,43
38,56,267,24,222
412,134,31,29,202
105,222,33,37,17
131,89,67,86,421
150,143,22,61,154
99,51,19,24,114
142,141,12,67,24
51,41,102,57,37
60,99,41,555,202
81,82,89,145,39
53,236,35,99,31
69,245,236,11,201
117,164,38,51,56
133,59,105,202,101
4,267,236,19,27
122,161,254,99,236
84,12,48,429,67
59,429,17,412,25
254,157,17,498,497
8,113,145,7,26
120,63,18,74,75
39,202,201,27,59
69,145,24,36,412
36,55,25,21,141
51,120,81,41,105
7,33,25,15,122
117,141,10,498,37
43,51,120,84,8
141,51,16,63,38
59,45,126,16,15
145,122,4,63,107
126,143,145,161,141
60,26,33,45,119
498,89,131,10,164
23,51,8,77,40
12,245,13,11,202
37,82,120,21,245
74,24,40,18,91
157,412,18,59,84
30,11,53,96,6
127,161,120,24,51
161,141,98,21,115
58,157,202,120,37
81,102,8,117,86
4,133,30,85,254
39,67,64,25,8
117,96,122,85,154
121,67,412,61,48
51,267,126,127,77
497,11,555,268,498
33,29,432,518,267
120,145,85,99,55
8,89,119,83,64
41,115,79,110,53
157,101,48,110,5
101,24,120,555,15
15,20,82,99,89
21,19,518,9,75
90,150,89,120,236
99,29,420,222,61
64,61,145,117,53
107,27,45,81,101
111,69,222,39,72
84,121,10,89,67
15,420,19,40,518
412,203,245,75,67
29,20,122,17,45
157,245,143,254,96
75,238,67,11,555
145,39,26,45,24
64,497,15,84,555
26,33,101,83,15
99,24,81,86,13
25,82,81,56,143
99,5,41,115,246
13,517,555,268,145
133,412,35,99,164
51,92,102,25,101
236,157,24,9,104
28,63,75,202,12
64,432,39,13,67
39,89,64,55,29
222,420,53,82,131
555,23,21,84,106
99,67,266,11,61
4,99,75,21,76
122,25,15,121,111
202,63,30,6,90
136,110,63,17,32
81,85,53,254,58
25,99,145,77,50
37,72,222,50,157
44,202,141,126,268
20,25,75,222,105
39,25,110,99,5
69,240,202,77,99
101,39,89,18,56
15,30,40,223,50
113,83,115,236,111
10,236,3,11,84
101,32,518,75,202
105,222,114,14,141
55,113,82,143,498
222,40,121,41,101
4,245,53,236,75
15,3,555,39,28
141,412,42,145,8
99,75,22,79,58
498,64,99,245,54
517,266,81,222,141
412,90,203,145,17
67,62,77,136,111
4,9,15,141,1
120,84,81,75,555
39,80,202,79,28
516,120,267,21,238
39,119,432,64,517
13,497,15,238,121
222,41,141,39,40
53,21,245,82,30
143,121,24,555,131
25,75,101,236,106
25,54,7,29,107
21,55,141,432,157
84,120,14,37,22
141,99,8,236,41
113,63,91,15,86
80,99,202,25,106
107,161,15,555,31
15,142,111,114,11
157,81,101,35,84
223,202,120,82,26
4,113,22,141,13
6,14,37,81,9
134,267,51,39,79
25,145,518,29,17
42,59,96,84,555
42,39,107,267,15
63,91,96,62,154
50,22,58,254,99
107,236,38,133,117
53,21,32,62,45
17,254,222,8,412
223,18,267,91,102
56,63,555,81,75
74,45,267,75,141
497,23,7,64,51
85,141,67,267,42
111,51,268,122,59
91,120,432,54,145
43,238,15,36,35
28,25,222,58,101
63,245,106,236,141
51,62,201,92,142
12,161,266,141,18
43,81,82,11,517
498,33,99,555,142
17,157,99,51,35
142,21,25,141,75
35,107,223,245,17
25,8,51,32,13
119,412,102,55,75
89,31,68,236,11
25,51,36,518,120
51,63,98,28,80
126,222,43,35,115
238,2,37,145,11
43,350,55,163,15
3,84,120,18,266
429,19,13,90,143
106,55,203,222,111
107,29,161,10,17
555,64,7,58,22
497,18,30,99,24
64,55,150,67,43
60,22,92,84,40
202,25,143,126,28
164,238,157,8,412
412,18,62,67,238
429,26,99,30,36
84,555,29,23,1
55,42,202,555,62
56,61,8,117,222
24,76,432,81,268
25,18,54,82,115
6,164,110,412,55
56,150,51,99,81
19,13,126,99,15
84,143,110,203,39
77,24,15,350,45
58,11,43,429,161
17,19,81,497,101
107,99,98,22,111
24,67,245,114,79
81,157,141,45,518
421,119,16,136,17
99,86,45,67,32
44,42,5,157,67
240,268,121,15,143
63,35,517,68,222
99,25,86,222,120
102,14,119,45,63
67,102,99,53,17
267,14,107,81,84
266,89,28,238,51
51,117,10,120,62
2,517,102,497,236
75,51,25,32,555
17,91,51,143,59
20,18,45,267,58
24,25,81,163,105
75,350,105,254,202
1,236,89,59,122
23,22,25,91,64
111,26,33,75,51
145,107,41,432,61
54,30,157,37,202
75,24,236,16,238
21,79,55,9,58
22,105,202,75,24
84,141,85,10,1
518,80,45,83,11
107,4,555,222,420
62,246,498,497,122
51,11,99,17,42
16,26,51,141,75
202,20,223,84,267
16,161,421,67,43
498,58,518,113,497
5,131,67,37,2
30,350,15,76,240
26,20,75,25,51
15,99,266,201,98
63,10,67,84,104
13,555,113,21,99
9,83,117,222,141
51,55,99,102,23
111,7,17,18,77
63,53,122,120,145
40,18,42,86,246
122,63,68,81,120
15,122,99,111,92
89,518,107,105,21
9,86,15,555,103
64,55,202,29,26
64,119,90,53,238
120,498,24,497,9
222,103,111,157,20
64,17,110,223,103
35,12,75,106,145
122,106,61,63,145
150,76,222,4,39
29,238,117,5,122
142,51,33,141,122
121,350,420,18,99
103,53,58,18,77
5,103,81,53,24
81,55,77,89,122
22,24,99,121,117
92,21,110,19,103
161,28,119,39,63
22,111,90,56,99
145,53,67,19,238
120,236,13,267,114
161,81,163,10,106
161,222,99,64,39
429,127,75,141,412
92,157,154,143,110
37,28,23,21,41
122,32,16,81,90
98,18,412,45,5
105,19,223,86,119
55,86,121,202,63
75,63,22,5,38
101,67,30,16,8
31,267,90,51,77
75,111,22,113,157
8,67,5,82,89
268,201,141,10,222
67,201,31,101,32
18,497,56,7,6
122,412,67,11,134
267,141,13,15,266
35,91,99,6,222
18,35,53,106,238
105,145,80,99,58
103,145,33,25,39
131,145,141,111,223
43,122,81,238,121
25,420,121,51,103
122,35,51,82,99
13,236,99,254,86
99,39,254,111,51
202,55,8,143,11
161,105,222,83,120
111,122,202,254,238
33,99,67,80,25
236,103,420,143,121
120,80,63,145,61
24,74,11,96,25
222,111,8,32,157
17,15,7,412,24
45,53,150,119,63
104,21,555,61,17
157,58,117,56,18
143,119,164,134,113
50,67,86,40,36
103,92,161,24,29
17,13,26,518,32
115,35,145,43,6
74,18,75,63,141
53,120,136,236,80
99,107,119,86,101
25,28,55,81,92
99,517,157,22,161
7,114,51,28,89
161,121,157,145,518
91,110,39,53,254
24,38,3,202,50
39,254,67,92,26
30,555,28,39,145
59,267,164,51,45
101,81,8,59,37
120,518,59,222,101
42,81,48,99,121
3,119,7,59,2
28,78,40,157,145
23,67,103,99,120
99,141,420,110,142
145,10,60,16,268
31,22,28,103,412
21,8,62,53,105
17,222,141,99,238
98,63,72,518,145
150,110,79,90,99
24,134,111,2,81
75,141,517,555,51
105,29,143,48,64
15,350,238,24,133
222,121,99,90,39
